row;referenced_author;referenced_author_id;referenced_work_id;referenced_source_id;
749;Conroy, F. H.;30804;40799;NULL;
750;Hosokawa, Bill;30805;40800;NULL;
751;Houston, Jeanne Wakatsuki;30806;40801;NULL;
752;Houston, James D.;30807;40801;NULL;
753;Ichihashi, Yamato;30808;40802;NULL;
754;Kitagawa, Daisuke;30809;40803;NULL;
755;Kitano, Harry H. L.;30810;40804;NULL;
756;Okimoto, Daniel I.;30811;40805;NULL;
757;Okubo, Mine.;30812;40806;NULL;
758;Stuart, I. R.;30813;40807;NULL;
759;Weglyn, Michi.;30814;40808;NULL;
760;no name;30815;40809;NULL;
761;no name;30816;40810;NULL;
762;no name;30817;40811;NULL;
763;Bandura, Albert (Ed.);30818;40812;NULL;
764;Carlyle, Thomas;30819;40813;NULL;
765;Eisenstein, Zillah R. (Ed.);30820;40814;NULL;
766;Emerson, R.;30821;40815;NULL;
767;James, William;30822;40816;60248;
768;Jacobs, Karen Folger;30823;40817;NULL;
769;Klapp, Orin;30824;40818;NULL;
770;Michels, Robert;30825;40819;NULL;
771;Plekhanov, G. V.;30826;40820;NULL;
772;Rosenberg, Philip;30827;40821;NULL;
773;Ruddick, Sara;30828;40822;NULL;
774;Daniels, Pamela;30829;40822;NULL;
775;Wallace, Michele;30830;40823;NULL;
776;Weinbaum, Batya;30831;40824;NULL;
777;Van Allen, Judith;30832;40825;60249;
778;Ifeka-Moller, Caroline;30833;40826;60140;
779;Ritzenthaler, R.E.;30834;40827;60251;
780;O'Barr, Jean;30835;40828;60250;
781;Kimambo, I.N.;30836;40829;NULL;
782;Urdang, Stephanie;30837;40830;NULL;
783;Mathieu, Nicole-Claude;30838;40831;60252;
784;Davidson, Basil;30839;40832;NULL;
785;Ranger, T.O.;30840;40833;60253;
786;Ranger, T.O.;30840;40834;60254;
787;Labowitz, Leslie;30841;40835;60255;
788;Lacy, Suzanne;30842;40835;60255;
789;Lasch, Pat;30843;40836;NULL;
790;Damon, Betsy;30550;40837;NULL;
791;Hammond, Harmony;30366;40838;NULL;
792;Stevens, May;30844;40839;NULL;
793;Schapiro, Miriam;30845;40840;NULL;
794;Guerreresi, Patricia;30846;40841;NULL;
795;Smith, Mimi;30847;40842;NULL;
796;Nordgren, Carol;30848;40843;NULL;
797;Tardi, Carla;30849;40844;NULL;
798;Sleigh, Sylvia;30850;40845;NULL;
799;Applebroog, Ida;30851;40846;NULL;
800;Bernstein, Shirley;30852;40847;NULL;
801;Terronez, Irene B.;30853;40848;NULL;
802;De Genevieve, Barbara;30854;40849;NULL;
803;Ratcliff, Carter;30855;40850;NULL;
804;Alloway, Lawrence;30856;40851;60256;
805;Kuspit, Donald B.;30857;40852;60257;
806;Zucker, Barbara;30858;40853;NULL;
807;Kozloff, Joyce;30859;40854;NULL;
808;Abrams, Jane;30860;40855;NULL;
809;Lederman, Stephanie Brody;30861;40856;NULL;
810;Levine, Marion Lerner;30862;40857;NULL;
811;Cooling, Janet;30863;40858;NULL;
812;Kornegger, Peggy;30875;40859;60258;
813;Kornegger, Peggy;30875;40860;60259;
814;The Journal Collective;30876;40861;60260;
815;Shapiro, Lynne D.;30864;40862;NULL;
816;Joan, Polly;30865;40863;NULL;
817;Chesman, Andrea;30866;40863;NULL;
818;Grimstad, Kirsten;30867;40864;NULL;
819;Rennie, Susan;30868;40864;NULL;
820;Grimstad, Kirsten;30867;40865;NULL;
821;Rennie, Susan;30868;40866;60261;
822;Riddle, Dorothy;30869;40867;60262;
823;Hakim, Eleanor;30870;40868;60255;
824;Morgan, Robin;30871;40869;NULL;
825;Tanner, Leslie B, (Ed,);30872;40870;NULL;
826;Stambler, Sookie (Ed.);30873;40871;NULL;
827;Leffler, Ann;30874;40872;60263;
828;Rich, Adrienne;30191;40873;60264;
829;Rich, Adrienne;30191;40874;60265;
830;Rich, Ruby B.;30249;40875;60267;
831;Nemer, Cindy;30877;40876;60266;
832;Lippard, Lucy R.;30189;40877;60267;
833;Cixous, Helene;30878;40878;60267;
834;Gledhill, Christine;30879;40879;60268;
835;Love, Myra;30880;40880;60269;
836;Heilbrun, Carolyn G.;30881;40881;NULL;
837;no name;30882;40882;60270;
838;Lerner, Gerda;30732;40883;60271;
839;Pool, Jeannie G.;30883;40884;NULL;
840;Nochlin, Linda;30308;40885;60272;
841;Smith, Hilda;30884;40886;60271;
842;Borroff, Edith;30885;40887;60273;
843;Chicago, Judy;30460;40888;NULL;
844;Bogin, Meg;30886;40889;NULL;
845;Gordon, Anne;30887;40890;60271;
846;Buhle, Mary Jo;30888;40890;60271;
847;Dye, Nancy Schrom;30889;40890;60271;
848;Olsen, Tillie;30890;40891;NULL;
849;Arenal, Electra;30891;40892;60274;
850;Drinker, Sophie;30892;40893;NULL;
851;Quasten, Johannes;30893;40894;60275;
852;Hettrick, Jane Shatkin;30894;40895;60276;
853;Pagels, E. H.;30895;40896;60277;
854;Pagels, E. H.;30895;40897;NULL;
855;Migne;30896;40898;NULL;
856;Pitra, Jean Baptiste (Ed.);30897;40899;NULL;
857;Kaiser, Paulus (Ed.);30898;40900;NULL;
858;Schmidt-Görg, Joseph;30899;40901;NULL;
859;Barth, Pudentiana;30900;40901;NULL;
860;Ritscher, M. Immaculata;30901;40901;NULL;
861;Singer, Charles;30902;40902;60278;
862;Gmelch;30903;40903;NULL;
863;Böckeler, Maura;30904;40904;NULL;
864;Schmidt-Görg, Joseph;30899;40905;60279;
865;Ritscher, M. Immaculata;30901;40906;60280;
866;Hamel, Peter Michael;30941;40942;;
867;Jones, Robert;30942;40943;60289;
868;Oliveros, Pauline;30943;40944;NULL;
869;Oliveros, Pauline;30943;40945;NULL;
870;Heline, Corinne;30944;40946;NULL;
871;Keyes, Laurel Elizabeth;30945;40947;NULL;
872;Schumann, Robert;30946;40948;NULL;
873;Krebs, T. L.;30947;40949;60290;
874;Hale, Philip;30948;40950;60291;
875;Hale, Philip;30948;40951;60291;
876;Bacewicz, Wanda;30949;40952;60292;
877;Kisielewski, Stefan;30950;40953;60293;
878;Kisielewski, Stefan;30950;40954;60294;
879;Marek, Tadeusz;30951;40955;60295;
880;Sierpinski, Zdzislaw;30952;40956;60296;
881;Swolkien, Henryk;30953;40957;60297;
882;Zielenski, Tadeusz A.;30954;40958;NULL;
883;Gaume, Mary Matilda;30955;40959;NULL;
884;Mead, Rita;30956;40960;NULL;
885;no name;30957;40961;NULL;
886;Seeger, Charles;30958;40962;60298;
887;Cowell, Sidney Robertson;30959;40963;60299;
888;Virgil Thomson;30960;40964;NULL;
889;Sandburg, Carl;30983;40984;NULL;
890;Lomax, John Avery (Ed.);30984;40985;NULL;
891;Lomax, Alan;30438;40985;NULL;
892;Thompson, Stith;30986;40986;NULL;
893;Lomax, John Avery (Ed.);30984;40987;NULL;
894;Korson, George;30987;40988;NULL;
895;Lomax, John Avery (Ed.);30984;40989;NULL;
896;Lomax, Alan;30438;40989;NULL;
897;Botkin, Benjamin A.;30988;40990;NULL;
898;Boggs, Edna Garrido;30989;40991;NULL;
899;Seeger, Ruth Crawford;30990;40992;NULL;
900;Seeger, Ruth Crawford;30990;40993;NULL;
901;Seeger, Ruth Crawford;30990;40994;NULL;
902;Brunvand, Jan Harold;30991;40995;NULL;
903;Silverman, Jerry;30992;40996;NULL;
904;Fowke, Edith (Ed.);30993;40997;NULL;
905;Glazier, Joe;30994;40997;NULL;
906;Lomax, John Avery (Ed.);30984;40998;NULL;
907;Lomax, Alan;30438;40998;NULL;
908;Child, Francis James;30995;40999;NULL;
909;Cheney, Joyce;30996;41000;NULL;
910;Deihl, Marcia;30997;41000;NULL;
911;Silverstein, Deborah;30998;41000;NULL;
912;Bronson, Bertrand Harris;30999;41001;NULL;
913;Jasen, David A.;31000;41002;NULL;
914;Tichenor, Trebor Jay;31001;41002;NULL;
915;Morath, Max;31002;41003;NULL;
916;Morath, Max;31002;41004;NULL;
917;Blesh, Rudi;31003;41005;NULL;
918;Janis, Harriet;31004;41005;NULL;
919;Mead, Margaret;30084;41006;NULL;
920;Millett, Kate;31005;41007;NULL;
921;Weinman, Janice;31006;41008;60303;
922;McAllester, David;31007;41009;60304;
923;Andersen, Johannes C.;31008;41010;NULL;
924;Gillis, Frank;31009;41011;NULL;
925;Merriam, Alan P.;31010;41011;NULL;
926;Lamphere, Louise;31011;41012;60305;
927;Rosaldo, Michelle Zimbalist;30144;41013;60288;
928;Hays, H. R.;31012;41014;NULL;
929;Chodorow, Nancy;31013;41015;60272;
930;Bamberger, Joan;31014;41016;60288;
931;Mitchell, Juliet;30051;41017;NULL;
932;Lomax, Alan;30438;41018;NULL;
933;Gradenwitz, Peter;31015;41019;NULL;
934;Lomax, Alan;30438;41020;NULL;
935;Waterman, Richard A.;31016;41021;60304;
936;Paul, Lois;31017;41022;60288;
937;Hofmann, Charles;31018;41023;NULL;
938;Slonimsky, Nicolas;31019;41024;NULL;
939;Douglas, Ann;31020;41025;NULL;
940;Hipsher, Edward, Ellsworth;31021;41026;NULL;
941;Sonneck, Oscar;31022;41027;NULL;
942;Howard, John Tasker;31023;41028;NULL;
943;Ebel, Otto;31024;41029;NULL;
944;James, Edward T.;31025;41030;NULL;
945;Densmore, Frances;31026;41031;NULL;
946;Ewen, David;31027;41032;NULL;
947;Thompson, Oscar;31028;41033;NULL;
948;Densmore, Frances;31026;41034;60306;
949;Densmore, Frances;31026;41035;60307;
950;Densmore, Frances;31026;41036;60308;
951;Farrer, Claire R.;31029;41037;NULL;
952;Frisbie, Charlotte Johnson;31030;41038;NULL;
953;Frisbie, Charlotte Johnson;31030;41039;NULL;
954;Goodman, Linda;31031;41040;NULL;
955;Goodman, Linda;31031;41041;NULL;
956;Halpern, Ida;31032;41042;60309;
957;Kurath Gertrude P.;31033;41043;60310;
958;Kurath Gertrude P.;31033;41044;60311;
959;McLeod, Norma;30441;41045;60312;
960;Roberts, Helen M.;31034;41046;60313;
961;Mumford, Lewis;31051;41058;NULL;
962;Marx, Karl;31052;41059;NULL;
963;Engels, Friedrich;31053;41059;NULL;
964;Lurcat, André;31054;41060;60317;
965;Cassetti, Bruno;31055;41061;60318;
966;Friend, Llena;31057;41068;60319;
967;Garrison, George P.;31058;41069;60320;
968;Gerry, Margarita Spalding;31059;41070;60321;
969;Hayden, Dolores;30694;41071;NULL;
970;Hinds, William Alfred;31060;41072;NULL;
971;James, Eleanor;31061;41073;60322;
972;Kent, Reverend Alexander;31062;41074;60323;
973;Roth, Aline;31063;41075;60324;
974;Temple Chamber of Commerce;31064;41076;NULL;
975;Tyler, George W.;31065;41077;NULL;
976;Kozloff, Joyce;30859;41078;60325;
977;Jaudon, Valerie;31066;41078;60325;
978;Weatherford, Elizabeth;30041;41079;60120;
979;Dewhurst, C. Kurt;31067;41080;NULL;
980;MacDowell, Betty;31068;41080;NULL;
981;MacDowell, Marsha;31069;41080;NULL;
982;Cooper, Patricia;31070;41081;NULL;
983;Buford, Norma B.;31071;41081;NULL;
984;Gordon, Beverly;31072;41082;60326;
985;Patterson, Patricia;31073;41083;60325;
986;Lippard, Lucy R.;30189;41084;60325;
987;Hansen, Judith;31074;41085;60327;
988;Hall, Edward T.;30089;41086;NULL;
989;Gowans, Alan;31075;41087;60328;
990;Boyd, E.;31076;41088;NULL;
991;Han, Ts'ui-p'in;31077;41089;NULL;
992;Li, Ch'ing-Chao;31078;41090;NULL;
993;Sun, Tao-hsuan;31079;41089;NULL;
994;Waley, Arthur;31080;41091;NULL;
995;Watson, Burton;31082;41092;NULL;
996;Li, Chi;31083;41093;60329;
997;Swann, Nancy Lee;31084;41094;NULL;
998;Levy, Howard;31085;41095;NULL;
999;Rubbo, Anna;31086;41096;NULL;
1000;Rubbo, Anna;31086;41097;60027;
1001;Rubbo, Anna;31086;41098;60330;
1002;Taussig, Michael;31087;41098;60330;
1003;Rogers, Barbara;31088;41099;NULL;
1004;Paley, Grace;31089;41100;60331;
1005;Sexton, Anne;31090;41101;60332;
1006;Handlin, David;31091;41102;60333;
1007;Wright, Gwendolyn;31092;41103;60334;
1008;Smith, Dorothy E.;31093;41104;60335;
1009;de Bretteville, Sheila;31094;41105;60336;
1010;Ehrenreich, Barbara;30578;41106;NULL;
1011;English, Deirdre;30579;41106;NULL;
1012;Wortman, Marlene Stern;31095;41107;60337;
1013;Hayden, Dolores;30694;41108;60066;
1014;Wright, Gwendolyn;31092;41108;60066;
1015;Fisher, Dorothy Canfield;31096;41109;NULL;
1016;Gilbert, Sandra;31097;41110;NULL;
1017;Gubar, Susan;31098;41110;NULL;
1018;Showalter, Elaine;31099;41111;NULL;
1019;Juhasz, Suzanne;31100;41112;60338;
1020;Lippard, Lucy R.;30189;41113;60339;
1021;Torre, Susana;30097;41114;60339;
1022;Stern, Elizabeth G.;31101;41115;NULL;
1023;Kleinberg, Susan;31102;41116;60340;
1024;Cowan, Ruth Schwarz;31103;41117;60341;
1025;Seaton, Esta;31107;41118;60342;
1026;Krasno, Francine;31108;41119;60343;
1027;Marshall, Paula;31109;41120;NULL;
1028;Yezierska, Anzia;31112;41121;60348;
1029;Bannan, Helen M.;31110;41127;60345;
1030;Mohr, Nicholasa;31111;41128;60346;
1031;Yezierska, Anzia;31112;41129;NULL;
1032;Yezierska, Anzia;31112;41130;60347;
1033;Yezierska, Anzia;31112;41131;60348;
1034;Petry, Ann;31113;41132;NULL;
1035;Mohr, Nicholasa;31111;41133;60349;
1036;Steir, Pat;31114;41134;60120;
1037;Paley, Grace;31089;41136;60350;
1038;Kingston, Maxine Hong;31115;41135;NULL;
1039;Yezierska, Anzia;31112;41137;60348;
1040;Woolf, Virginia;30199;41138;60351;
1041;Walker, Alice;31116;41139;60352;
1042;Brown, Rosellen;31117;41140;60353;
1043;Braverman, Harry;31118;41141;NULL;
1044;Greenbaum, Joan;31119;41142;NULL;
