row;work_title;work_id;referenced_author_id;referenced_work_id;referenced_source_id;Traditional/non Traditional boolean;;
1452;Meet the Women Composers of Rags;20707;31001;41002;NULL;TRUE;;
1453;Meet the Women Composers of Rags;20707;31002;41003;NULL;TRUE;;
1454;Meet the Women Composers of Rags;20707;31002;41004;NULL;TRUE;;
1455;Meet the Women Composers of Rags;20707;31003;41005;NULL;TRUE;;
1456;Meet the Women Composers of Rags;20707;31004;41005;NULL;TRUE;;
1457;Slave Codes and Liner Notes;20708;NULL;NULL;NULL;TRUE;;
1458;Mean Mothers: Independent Women's Blues;20709;NULL;NULL;NULL;TRUE;;
1459;Singing Praises: Women in Gospel Music;20710;NULL;NULL;NULL;TRUE;;
1460;jazzwomen: they're mostly singers and piano players, only a horn player or two, hardly any drummers;20711;NULL;NULL;NULL;TRUE;;
1461;Bebop Womantones;20712;NULL;NULL;NULL;TRUE;;
1462;Blowing on the Changes: Reflections of a Jazz Woman;20713;NULL;NULL;NULL;TRUE;;
1463;Women and World Music: Straining Our Ears to the Silence;20714;30012;40034;60009;TRUE;;
1464;Women and World Music: Straining Our Ears to the Silence;20714;30892;40893;NULL;TRUE;;
1465;Women and World Music: Straining Our Ears to the Silence;20714;30084;41006;NULL;TRUE;;
1466;Women and World Music: Straining Our Ears to the Silence;20714;31005;41007;NULL;TRUE;;
1467;Women and World Music: Straining Our Ears to the Silence;20714;31006;41008;60303;TRUE;;
1468;Women and World Music: Straining Our Ears to the Silence;20714;31007;41009;60304;TRUE;;
1469;Women and World Music: Straining Our Ears to the Silence;20714;31008;41010;NULL;TRUE;;
1470;Women and World Music: Straining Our Ears to the Silence;20714;31009;41011;NULL;TRUE;;
1471;Women and World Music: Straining Our Ears to the Silence;20714;31010;41011;NULL;TRUE;;
1472;Women and World Music: Straining Our Ears to the Silence;20714;31011;41012;60305;TRUE;;
1473;Women and World Music: Straining Our Ears to the Silence;20714;30144;41013;60288;TRUE;;
1474;Women and World Music: Straining Our Ears to the Silence;20714;31012;41014;NULL;TRUE;;
1475;Women and World Music: Straining Our Ears to the Silence;20714;31013;41015;60272;TRUE;;
1476;Women and World Music: Straining Our Ears to the Silence;20714;31014;41016;60288;TRUE;;
1477;Women and World Music: Straining Our Ears to the Silence;20714;30051;41017;NULL;TRUE;;
1478;Women and World Music: Straining Our Ears to the Silence;20714;30438;41018;NULL;TRUE;;
1479;Women and World Music: Straining Our Ears to the Silence;20714;31015;41019;NULL;TRUE;;
1480;Women and World Music: Straining Our Ears to the Silence;20714;30438;41020;NULL;TRUE;;
1481;Women and World Music: Straining Our Ears to the Silence;20714;31016;41021;60304;TRUE;;
1482;Women and World Music: Straining Our Ears to the Silence;20714;31017;41022;60288;TRUE;;
1483;On The Trail of Red Sky Lady and Other Scholars;20718;31018;41023;NULL;TRUE;;
1484;On The Trail of Red Sky Lady and Other Scholars;20718;31019;41024;NULL;TRUE;;
1485;On The Trail of Red Sky Lady and Other Scholars;20718;31020;41025;NULL;TRUE;;
1486;On The Trail of Red Sky Lady and Other Scholars;20718;31021;41026;NULL;TRUE;;
1487;On The Trail of Red Sky Lady and Other Scholars;20718;31022;41027;NULL;TRUE;;
1488;On The Trail of Red Sky Lady and Other Scholars;20718;31023;41028;NULL;TRUE;;
1489;On The Trail of Red Sky Lady and Other Scholars;20718;31024;41029;NULL;TRUE;;
1490;On The Trail of Red Sky Lady and Other Scholars;20718;31025;41030;NULL;TRUE;;
1491;On The Trail of Red Sky Lady and Other Scholars;20718;31026;41031;NULL;TRUE;;
1492;On The Trail of Red Sky Lady and Other Scholars;20718;31027;41032;NULL;TRUE;;
1493;On The Trail of Red Sky Lady and Other Scholars;20718;31028;41033;NULL;TRUE;;
1494;COPYRITE;20719;NULL;NULL;NULL;FALSE;;
1495;Look What You've Done to My Song;20720;31018;41023;NULL;TRUE;;
1496;Look What You've Done to My Song;20720;31026;41034;60306;TRUE;;
1497;Look What You've Done to My Song;20720;31026;41035;60307;TRUE;;
1498;Look What You've Done to My Song;20720;31026;41036;60308;TRUE;;
1499;Look What You've Done to My Song;20720;31029;41037;NULL;TRUE;;
1500;Look What You've Done to My Song;20720;31030;41038;NULL;TRUE;;
1501;Look What You've Done to My Song;20720;31030;41039;NULL;TRUE;;
1502;Look What You've Done to My Song;20720;31031;41040;NULL;TRUE;;
1503;Look What You've Done to My Song;20720;31031;41041;NULL;TRUE;;
1504;Look What You've Done to My Song;20720;31032;41042;60309;TRUE;;
1505;Look What You've Done to My Song;20720;31033;41043;60310;TRUE;;
1506;Look What You've Done to My Song;20720;31033;41044;60311;TRUE;;
1507;Look What You've Done to My Song;20720;30441;41045;60312;TRUE;;
1508;Look What You've Done to My Song;20720;31034;41046;60313;TRUE;;
1509;Open Notes But No Closing Cord: ON MALVINA REYNOLDS;20721;NULL;NULL;NULL;TRUE;;
1510;Malvina Reynolds;20722;NULL;NULL;NULL;FALSE;;
1511;Women-Identified Music: Moving On;20723;NULL;NULL;NULL;TRUE;;
1512;Mary Watkins;20724;NULL;NULL;NULL;FALSE;;
1513;Carolyn Brandy;20725;NULL;NULL;NULL;FALSE;;
1514;Kay Gardner;20726;NULL;NULL;NULL;FALSE;;
1515;Robin Flower;20727;NULL;NULL;NULL;FALSE;;
1516;Casse Culver;20728;NULL;NULL;NULL;FALSE;;
1517;Women Musicians Collective;20729;NULL;NULL;NULL;TRUE;;
1518;Uni;20730;NULL;NULL;NULL;FALSE;;
1519;Reports Grom Europe;20731;NULL;NULL;NULL;TRUE;;
1520;Statement;20735;NULL;NULL;NULL;TRUE;;
1521;Architecture and Social Change;20736;31051;41058;NULL;TRUE;;
1522;Architecture and Social Change;20736;31052;41059;NULL;TRUE;;
1523;Architecture and Social Change;20736;31053;41059;NULL;TRUE;;
1524;Architecture and Social Change;20736;31054;41060;60317;TRUE;;
1525;Architecture and Social Change;20736;31055;41061;60318;TRUE;;
1526;Women's Environmental Rights: A Manifesto;20737;NULL;NULL;NULL;TRUE;;
1527;Street Museum;20738;NULL;NULL;NULL;FALSE;;
1528;"""Where Do You Live?"": Women in the Landscape of Poverty";20739;NULL;NULL;NULL;TRUE;;
1529;Seven Hypotheses on Female and Male Principles in Architecture;20740;NULL;NULL;NULL;TRUE;;
1530;Funeral Chapel Schwarzach St. Veit;20741;NULL;NULL;NULL;FALSE;;
1531;Women House Themselves;20742;NULL;NULL;NULL;TRUE;;
1532;Women renovating a woman's house…;20743;NULL;NULL;NULL;FALSE;;
1533;Women's Design Collective;20744;NULL;NULL;NULL;TRUE;;
1534;Sweat Equity and the Women of St. Columba's;20745;NULL;NULL;NULL;TRUE;;
1535;The abandoned townhouse purchased by El Club del Barrio;20746;NULL;NULL;NULL;FALSE;;
1536;Women's Development Corporation;20747;NULL;NULL;NULL;TRUE;;
1537;Architects' Community Design Center: A Conversation with Toni Harris;20748;NULL;NULL;NULL;TRUE;;
1538;Resource List;20749;NULL;NULL;NULL;TRUE;;
1539;Carpet Housing;21698;NULL;NULL;NULL;FALSE;;
1540;The Woman's Commonwealth: A Nineteenth-Century Experiment;20750;31057;41068;60319;TRUE;;
1541;The Woman's Commonwealth: A Nineteenth-Century Experiment;20750;31058;41069;60320;TRUE;;
1542;The Woman's Commonwealth: A Nineteenth-Century Experiment;20750;31059;41070;60321;TRUE;;
1543;The Woman's Commonwealth: A Nineteenth-Century Experiment;20750;30694;41071;NULL;TRUE;;
1544;The Woman's Commonwealth: A Nineteenth-Century Experiment;20750;31060;41072;NULL;TRUE;;
1545;The Woman's Commonwealth: A Nineteenth-Century Experiment;20750;31061;41073;60322;TRUE;;
1546;The Woman's Commonwealth: A Nineteenth-Century Experiment;20750;31062;41074;60323;TRUE;;
1547;The Woman's Commonwealth: A Nineteenth-Century Experiment;20750;31063;41075;60324;TRUE;;
1548;The Woman's Commonwealth: A Nineteenth-Century Experiment;20750;31064;41076;NULL;TRUE;;
1549;The Woman's Commonwealth: A Nineteenth-Century Experiment;20750;31065;41077;NULL;TRUE;;
1550;Herspace;20754;NULL;NULL;NULL;FALSE;;
1551;Domestic Interiors in Northern New Mexico;20755;30859;41078;60325;TRUE;;
1552;Domestic Interiors in Northern New Mexico;20755;31066;41078;60325;TRUE;;
1553;Domestic Interiors in Northern New Mexico;20755;30041;41079;60120;TRUE;;
1554;Domestic Interiors in Northern New Mexico;20755;31067;41080;NULL;TRUE;;
1555;Domestic Interiors in Northern New Mexico;20755;31068;41080;NULL;TRUE;;
1556;Domestic Interiors in Northern New Mexico;20755;31069;41080;NULL;TRUE;;
1557;Domestic Interiors in Northern New Mexico;20755;31070;41081;NULL;TRUE;;
1558;Domestic Interiors in Northern New Mexico;20755;31071;41081;NULL;TRUE;;
1559;Domestic Interiors in Northern New Mexico;20755;31072;41082;60326;TRUE;;
1560;Domestic Interiors in Northern New Mexico;20755;31073;41083;60325;TRUE;;
1561;Domestic Interiors in Northern New Mexico;20755;30189;41084;60325;TRUE;;
1562;Domestic Interiors in Northern New Mexico;20755;31074;41085;60327;TRUE;;
1563;Domestic Interiors in Northern New Mexico;20755;30089;41086;NULL;TRUE;;
1564;Domestic Interiors in Northern New Mexico;20755;31075;41087;60328;TRUE;;
1565;Domestic Interiors in Northern New Mexico;20755;31076;41088;NULL;TRUE;;
1566;Women on the Inside: Divisions of Space in Imperial China;20756;31077;41089;NULL;TRUE;;
1567;Women on the Inside: Divisions of Space in Imperial China;20756;31078;41090;NULL;TRUE;;
1568;Women on the Inside: Divisions of Space in Imperial China;20756;31079;41089;NULL;TRUE;;
1569;Women on the Inside: Divisions of Space in Imperial China;20756;31080;41091;NULL;TRUE;;
1570;Women on the Inside: Divisions of Space in Imperial China;20756;31082;41092;NULL;TRUE;;
1571;Women on the Inside: Divisions of Space in Imperial China;20756;31083;41093;60329;TRUE;;
1572;Women on the Inside: Divisions of Space in Imperial China;20756;31084;41094;NULL;TRUE;;
1573;Women on the Inside: Divisions of Space in Imperial China;20756;31085;41095;NULL;TRUE;;
1574;Liberty;20759;NULL;NULL;NULL;FALSE;;
1575;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31078;41090;NULL;TRUE;;
1576;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31079;41089;NULL;TRUE;;
1577;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31080;41091;NULL;TRUE;;
1578;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31082;41092;NULL;TRUE;;
1579;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31083;41093;60329;TRUE;;
1580;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31084;41094;NULL;TRUE;;
1581;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31085;41095;NULL;TRUE;;
1582;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31086;41096;NULL;TRUE;;
1583;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31086;41097;60027;TRUE;;
1584;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31086;41098;60330;TRUE;;
1585;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31087;41098;60330;TRUE;;
1586;Housing Histories: A Way of Understanding the Social and Personal Meaning of the Domestic Environment;20760;31088;41099;NULL;TRUE;;
1587;Kitchen Dreams;20761;30041;41079;60120;TRUE;;
1588;Kitchen Dreams;20761;30097;40096;NULL;TRUE;;
1589;Kitchen Dreams;20761;31089;41100;60331;TRUE;;
1590;Kitchen Dreams;20761;31090;41101;60332;TRUE;;
1591;Kitchen Dreams;20761;31091;41102;60333;TRUE;;
1592;Kitchen Dreams;20761;31092;41103;60334;TRUE;;
1593;Kitchen Dreams;20761;31093;41104;60335;TRUE;;
1594;Kitchen Dreams;20761;31094;41105;60336;TRUE;;
1595;Kitchen Dreams;20761;30578;41106;NULL;TRUE;;
1596;Kitchen Dreams;20761;30579;41106;NULL;TRUE;;
1597;Kitchen Dreams;20761;31095;41107;60337;TRUE;;
1598;Kitchen Dreams;20761;30694;41108;60066;TRUE;;
1599;Kitchen Dreams;20761;31092;41108;60066;TRUE;;
1600;Kitchen Dreams;20761;31096;41109;NULL;TRUE;;
1601;Kitchen Dreams;20761;31097;41110;NULL;TRUE;;
1602;Kitchen Dreams;20761;31098;41110;NULL;TRUE;;
1603;Kitchen Dreams;20761;31099;41111;NULL;TRUE;;
1604;Kitchen Dreams;20761;31100;41112;60338;TRUE;;
1605;Kitchen Dreams;20761;30189;41113;60339;TRUE;;
1606;Kitchen Dreams;20761;30097;41114;60339;TRUE;;
1607;Kitchen Dreams;20761;31101;41115;NULL;TRUE;;
1608;Kitchen Dreams;20761;31102;41116;60340;TRUE;;
1609;Kitchen Dreams;20761;31103;41117;60341;TRUE;;
1610;Kitchen Dreams;20761;31107;41118;60342;TRUE;;
1611;Kitchen Dreams;20761;31108;41119;60343;TRUE;;
1612;Kitchen Dreams;20761;31109;41120;NULL;TRUE;;
1613;Kitchen Dreams;20761;31112;41121;60348;TRUE;;
1614;Kitchen Dreams;20761;31110;41127;60345;TRUE;;
1615;Kitchen Dreams;20761;31111;41128;60346;TRUE;;
1616;Kitchen Dreams;20761;31112;41129;NULL;TRUE;;
1617;Kitchen Dreams;20761;31112;41130;60347;TRUE;;
1618;Kitchen Dreams;20761;31112;41131;60348;TRUE;;
1619;Kitchen Dreams;20761;31113;41132;NULL;TRUE;;
1620;Kitchen Dreams;20761;31111;41133;60349;TRUE;;
1621;Kitchen Dreams;20761;31114;41134;60120;TRUE;;
1622;Kitchen Dreams;20761;31089;41136;60350;TRUE;;
1623;Kitchen Dreams;20761;31115;41135;NULL;TRUE;;
1624;Kitchen Dreams;20761;31112;41137;60348;TRUE;;
1625;Kitchen Dreams;20761;30199;41138;60351;TRUE;;
1626;Kitchen Dreams;20761;31116;41139;60352;TRUE;;
1627;Kitchen Dreams;20761;31117;41140;60353;TRUE;;
1628;Cubes in the Sahara;20765;NULL;NULL;NULL;TRUE;;
1629;A Place of Birth: The Changing Structure of Obstetrical Care;20766;NULL;NULL;NULL;TRUE;;
1630;Space as Matrix;20767;NULL;NULL;NULL;TRUE;;
1631;untitled;21699;NULL;NULL;NULL;FALSE;;
1632;The Passing of the Home in Great American Cities;20768;NULL;NULL;NULL;TRUE;;
1633;The Feminist Paradise Palace;20769;NULL;NULL;NULL;TRUE;;
1634;Kitchen Culture/Kitchen Dialectic;20770;30578;41106;NULL;TRUE;;
1635;Kitchen Culture/Kitchen Dialectic;20770;30579;41106;NULL;TRUE;;
1636;Kitchen Culture/Kitchen Dialectic;20770;31118;41141;NULL;TRUE;;
1637;Kitchen Culture/Kitchen Dialectic;20770;31119;41142;NULL;TRUE;;
1638;Kitchen Culture/Kitchen Dialectic;20770;31120;41143;NULL;TRUE;;
1639;Electricity Is Her Servant;20771;31121;41144;NULL;TRUE;;
1640;Electricity Is Her Servant;20771;31122;41145;NULL;TRUE;;
1641;Electricity Is Her Servant;20771;31123;41146;NULL;TRUE;;
1642;Electricity Is Her Servant;20771;30694;41147;NULL;TRUE;;
1643;Electricity Is Her Servant;20771;30694;41148;60339;TRUE;;
1644;Electricity Is Her Servant;20771;31122;41149;NULL;TRUE;;
1645;Environment As Memory: An Interview with Eileen Gray by Jean Badovici;20772;NULL;NULL;NULL;TRUE;;
1646;Two Stories with Porch;20773;NULL;NULL;NULL;FALSE;;
1647;Installation View;20774;NULL;NULL;NULL;FALSE;;
1648;Column A;20775;NULL;NULL;NULL;FALSE;;
1649;The Bessie Smith Memorial Dance Hall located somewhere in Harlem;20776;NULL;NULL;NULL;TRUE;;
1650;Eileen Gray;20777;31124;41150;NULL;TRUE;;
1651;Eileen Gray;20777;31125;41150;NULL;TRUE;;
1652;From Electicism to Doubt: An Interview with Eileen Gray by Jean Badovici;20778;NULL;NULL;NULL;TRUE;;
1653;Lilly Reich;20779;31126;41151;NULL;TRUE;;
1654;Lilly Reich;20779;31127;41152;NULL;TRUE;;
1655;Lilly Reich;20779;31128;41153;NULL;TRUE;;
1656;Lilly Reich;20779;31129;41154;NULL;TRUE;;
1657;Lilly Reich;20779;31130;41155;60354;TRUE;;
1658;Lilly Reich;20779;31130;41156;NULL;TRUE;;
1659;Lilly Reich;20779;31131;41156;NULL;TRUE;;
1660;The Sharon Building: The Transformation of Women's Recreational Needs in the Late Nineteenth-Century City;20780;31132;41157;60355;TRUE;;
1661;The Sharon Building: The Transformation of Women's Recreational Needs in the Late Nineteenth-Century City;20780;31132;41158;60356;TRUE;;
1662;The Sharon Building: The Transformation of Women's Recreational Needs in the Late Nineteenth-Century City;20780;31133;41159;NULL;TRUE;;
1663;The Sharon Building: The Transformation of Women's Recreational Needs in the Late Nineteenth-Century City;20780;31134;41160;NULL;TRUE;;
1664;The Sharon Building: The Transformation of Women's Recreational Needs in the Late Nineteenth-Century City;20780;31135;41160;NULL;TRUE;;
1665;The Sharon Building: The Transformation of Women's Recreational Needs in the Late Nineteenth-Century City;20780;31136;41161;NULL;TRUE;;
1666;Vignettes in Architectural Education: A Letter from the Ivory Tower;20782;NULL;NULL;NULL;TRUE;;
1667;The City Within the Landscape;20783;NULL;NULL;NULL;FALSE;;
1668;Beatrix Farrand at Dumbarton Oaks;20784;31137;41162;NULL;TRUE;;
1669;Beatrix Farrand at Dumbarton Oaks;20784;31138;41163;NULL;TRUE;;
1670;Beatrix Farrand at Dumbarton Oaks;20784;31139;41164;60357;TRUE;;
1671;Beatrix Farrand at Dumbarton Oaks;20784;31140;41165;NULL;TRUE;;
1672;Beatrix Farrand at Dumbarton Oaks;20784;31141;41166;60358;TRUE;;
1673;Building The Women's Club in Nineteenth-Century America;20785;31142;41167;NULL;TRUE;;
1674;Building The Women's Club in Nineteenth-Century America;20785;31143;41168;NULL;TRUE;;
1675;Building The Women's Club in Nineteenth-Century America;20785;31144;41169;NULL;TRUE;;
1676;Building The Women's Club in Nineteenth-Century America;20785;31145;41170;60359;TRUE;;
1677;Building The Women's Club in Nineteenth-Century America;20785;30732;41171;NULL;TRUE;;
1678;Building The Women's Club in Nineteenth-Century America;20785;31146;41172;NULL;TRUE;;
1679;Women's Networks: Julia Morgan and Her Clients;20787;NULL;NULL;NULL;TRUE;;
1680;Collective Statement;21700;NULL;NULL;NULL;TRUE;;
1681;Typical Week and a Half;20789;NULL;NULL;NULL;TRUE;;
1682;The Dilemma of the One Who Wants Both and Neither…;20790;NULL;NULL;NULL;TRUE;;
1683;The Mother-Daughter Relationship and Sexual Ambivalence;20791;31147;41173;NULL;TRUE;;
1684;The Mother-Daughter Relationship and Sexual Ambivalence;20791;31148;41173;NULL;TRUE;;
1685;The Mother-Daughter Relationship and Sexual Ambivalence;20791;31149;41174;NULL;TRUE;;
1686;The Mother-Daughter Relationship and Sexual Ambivalence;20791;31150;41175;60360;TRUE;;
1687;Ann's Dream I and II;20792;NULL;NULL;NULL;FALSE;;
1688;The Book of Love…;20793;NULL;NULL;NULL;FALSE;;
1689;Anatomies and Destinies (Fragments);20794;NULL;NULL;NULL;TRUE;;
1690;Vini;20795;NULL;NULL;NULL;FALSE;;
1691;The Babyman;20796;NULL;NULL;NULL;TRUE;;
1692;Post-Partum Document;20797;NULL;NULL;NULL;FALSE;;
1693;Interviews with Five Faghagging Women;20798;NULL;NULL;NULL;TRUE;;
1694;intro & 10 takes;20799;NULL;NULL;NULL;TRUE;;
1695;yo daddy!-- an 80s version of the dozens;20800;NULL;NULL;NULL;TRUE;;
1696;Photos;20801;NULL;NULL;NULL;FALSE;;
1697;Simple Truths;20802;NULL;NULL;NULL;TRUE;;
1698;Study for a Book of Lesbian Erotic Images;20803;NULL;NULL;NULL;FALSE;;
1699;Buth-Fem Relationships: Sexual Courage in the 1950's;20804;30062;41176;NULL;TRUE;;
1700;Buth-Fem Relationships: Sexual Courage in the 1950's;20804;31151;41177;NULL;TRUE;;
1701;Buth-Fem Relationships: Sexual Courage in the 1950's;20804;31152;41178;60361;TRUE;;
1702;Buth-Fem Relationships: Sexual Courage in the 1950's;20804;31153;41178;60361;TRUE;;
1703;Impersonals;20805;NULL;NULL;NULL;TRUE;;
1704;Editorial;21701;NULL;NULL;NULL;TRUE;;
1705;The Celibacy Letters;20806;NULL;NULL;NULL;TRUE;;
1706;Editorial;21702;NULL;NULL;NULL;TRUE;;
1707;Susan and Nancy;20807;NULL;NULL;NULL;FALSE;;
1708;untitled;21703;NULL;NULL;NULL;FALSE;;
1709;Feminism and Sadomasochism;20808;NULL;NULL;NULL;TRUE;;
1710;Jersey Shore Women's Wrestling Club;20809;NULL;NULL;NULL;FALSE;;
1711;Venus;20810;NULL;NULL;NULL;TRUE;;
1712;The Stripper;20811;NULL;NULL;NULL;TRUE;;
1713;Editorial;21704;NULL;NULL;NULL;FALSE;;
1714;The Male Nude in Women's Art: Dialectics of a Feminist Iconography;20812;NULL;NULL;NULL;TRUE;;
1715;Joe Gould;20813;NULL;NULL;NULL;FALSE;;
1716;Eros Kalos;20814;NULL;NULL;NULL;FALSE;;
1717;Rape #2;20815;NULL;NULL;NULL;FALSE;;
1718;A Sense of Touch;20816;30189;40464;60156;TRUE;;
1719;A Sense of Touch;20816;31154;41179;60362;TRUE;;
1720;A Sense of Touch;20816;31155;41180;NULL;TRUE;;
1721;A Sense of Touch;20816;31156;41181;60363;TRUE;;
1722;A Sense of Touch;20816;31157;41182;60364;TRUE;;
1723;A Sense of Touch;20816;31158;41183;60119;TRUE;;
1724;Rope Pool;20817;NULL;NULL;NULL;FALSE;;
1725;untitled;21705;NULL;NULL;NULL;FALSE;;
1726;Hand Down;20818;NULL;NULL;NULL;FALSE;;
1727;3 Sisters;20819;NULL;NULL;NULL;FALSE;;
1728;Island Cabin;20820;NULL;NULL;NULL;TRUE;;
1729;Gently Stalking Solitude;20821;NULL;NULL;NULL;FALSE;;
1730;Pornography and Pleasure;20822;30579;41184;60365;TRUE;;
1731;Pornography and Pleasure;20822;31159;41185;NULL;TRUE;;
1732;Pornography and Pleasure;20822;30241;41186;NULL;TRUE;;
1733;Tits and Clits Comix;20823;NULL;NULL;NULL;FALSE;;
1734;From Purity pink and everything neat;20824;NULL;NULL;NULL;FALSE;;
1735;Mustang Ranch;20825;NULL;NULL;NULL;TRUE;;
1736;Oh Yes Come In;20826;NULL;NULL;NULL;TRUE;;
1737;True Life Novelette;20827;NULL;NULL;NULL;FALSE;;
1738;A Father's Influence on the Sexuality of a Young Woman;20828;NULL;NULL;NULL;TRUE;;
1739;Editorial;21706;NULL;NULL;NULL;TRUE;;
1740;What We're Rollin Around in Bed With…;20829;NULL;NULL;NULL;TRUE;;
1741;A Herstorical Look at Some Aspects of Black Sexuality;20830;31160;41187;60366;TRUE;;
1742;A Herstorical Look at Some Aspects of Black Sexuality;20830;31161;41188;NULL;TRUE;;
1743;Variety is the Spice of Life.;20831;30278;40275;60027;TRUE;;
1744;Variety is the Spice of Life.;20831;31162;41189;NULL;TRUE;;
1745;Variety is the Spice of Life.;20831;31163;41189;NULL;TRUE;;
1746;Variety is the Spice of Life.;20831;31164;41190;NULL;TRUE;;
1747;Variety is the Spice of Life.;20831;31165;41190;NULL;TRUE;;
1748;Variety is the Spice of Life.;20831;31166;41191;NULL;TRUE;;
1749;Variety is the Spice of Life.;20831;31167;41192;60367;TRUE;;
1750;Variety is the Spice of Life.;20831;31168;41192;60367;TRUE;;
1751;Variety is the Spice of Life.;20831;31169;41193;60368;TRUE;;
1752;Variety is the Spice of Life.;20831;31170;41193;60368;TRUE;;
1753;Variety is the Spice of Life.;20831;31171;41194;NULL;TRUE;;
1754;Variety is the Spice of Life.;20831;31172;41195;NULL;TRUE;;
1755;Variety is the Spice of Life.;20831;31173;41196;NULL;TRUE;;
1756;Variety is the Spice of Life.;20831;31013;41197;NULL;TRUE;;
1757;SSSexuality;20832;NULL;NULL;NULL;FALSE;;
1758;Odalisque;20833;NULL;NULL;NULL;FALSE;;
1759;untitled;21707;NULL;NULL;NULL;FALSE;;
1760;The Kiss;20834;NULL;NULL;NULL;FALSE;;
1761;Sexual Imperialism: The Case of Indian Women in Britain;20835;31174;41198;NULL;TRUE;;
1762;Mannequin in Bridal Dress;20836;NULL;NULL;NULL;FALSE;;
1763;Bride's Feet;20837;NULL;NULL;NULL;FALSE;;
1764;Anti-dowry demonstration organized by NFIW;20838;NULL;NULL;NULL;FALSE;;
1765;I Hear Voices But See No Faces;20839;31156;41199;60369;TRUE;;
1766;I Hear Voices But See No Faces;20839;31175;41200;NULL;TRUE;;
1767;I Hear Voices But See No Faces;20839;31176;41201;60370;TRUE;;
1768;I Hear Voices But See No Faces;20839;31177;41202;60371;TRUE;;
1769;I Hear Voices But See No Faces;20839;31178;41203;60372;TRUE;;
1770;I Hear Voices But See No Faces;20839;31179;41204;60373;TRUE;;
1771;I Hear Voices But See No Faces;20839;30050;41205;NULL;TRUE;;
1772;I Hear Voices But See No Faces;20839;30121;41206;60374;TRUE;;
1773;I Hear Voices But See No Faces;20839;31180;41207;60375;TRUE;;
1774;I Hear Voices But See No Faces;20839;31181;41208;60376;TRUE;;
1775;I Hear Voices But See No Faces;20839;30121;41209;60377;TRUE;;
1776;I Hear Voices But See No Faces;20839;30122;41209;60377;TRUE;;
1777;I Hear Voices But See No Faces;20839;31182;41210;NULL;TRUE;;
1778;I Hear Voices But See No Faces;20839;31183;41210;NULL;TRUE;;
1779;I Hear Voices But See No Faces;20839;30068;41211;NULL;TRUE;;
1780;I Hear Voices But See No Faces;20839;30068;40068;NULL;TRUE;;
1781;I Hear Voices But See No Faces;20839;31184;41212;NULL;TRUE;;
1782;I Hear Voices But See No Faces;20839;31184;41213;NULL;TRUE;;
1783;I Hear Voices But See No Faces;20839;30067;41214;NULL;TRUE;;
1784;I Hear Voices But See No Faces;20839;30071;41215;NULL;TRUE;;
1785;I Hear Voices But See No Faces;20839;30071;41216;60378;TRUE;;
1786;I Hear Voices But See No Faces;20839;31185;41217;60379;TRUE;;
1787;I Met a Woman;20841;NULL;NULL;NULL;TRUE;;
1788;Lust is Just A Four-Letter Word;20842;NULL;NULL;NULL;TRUE;;
1789;Lovenotes II and IV;20843;NULL;NULL;NULL;TRUE;;
1790;Making Art/Making Love;20844;NULL;NULL;NULL;TRUE;;
1791;Confessions of a Quiltest;20845;NULL;NULL;NULL;TRUE;;
1792;Counterpoint;20846;NULL;NULL;NULL;TRUE;;
1793;Leg over Cactus;20847;NULL;NULL;NULL;FALSE;;
1794;Narcissism, Feminism, and Video Art;20848;30007;40033;NULL;TRUE;;
1795;Narcissism, Feminism, and Video Art;20849;30189;40182;NULL;TRUE;;
1796;Narcissism, Feminism, and Video Art;20850;31186;41218;60380;TRUE;;
1797;Narcissism, Feminism, and Video Art;20851;31186;41219;60381;TRUE;;
1798;Narcissism, Feminism, and Video Art;20852;31187;41220;60380;TRUE;;
1799;Narcissism, Feminism, and Video Art;20853;31188;41221;60382;TRUE;;
1800;Narcissism, Feminism, and Video Art;20854;31189;41222;NULL;TRUE;;
1801;Narcissism, Feminism, and Video Art;20855;31190;41223;NULL;TRUE;;
1802;Narcissism, Feminism, and Video Art;20856;31191;41224;NULL;TRUE;;
1803;Narcissism, Feminism, and Video Art;20857;31192;41225;NULL;TRUE;;
1804;Narcissism, Feminism, and Video Art;20858;31193;41226;60383;TRUE;;
1805;Narcissism, Feminism, and Video Art;20859;31194;41227;60384;TRUE;;
1806;Narcissism, Feminism, and Video Art;20860;31195;41228;NULL;TRUE;;
1807;Narcissism, Feminism, and Video Art;20861;31196;41229;NULL;TRUE;;
1808;Narcissism, Feminism, and Video Art;20862;31197;41230;NULL;TRUE;;
